src,tar,src_type,tar_type,is_net,arc_delay
_407_/B,_407_/Y,pin,pin,0,3.1110593268213194e-11
_407_/C,_407_/Y,pin,pin,0,3.1942733180745364e-11
_408_/A,_408_/Y,pin,pin,0,2.1685018364303588e-11
_408_/B,_408_/Y,pin,pin,0,2.3923679010051657e-11
_409_/A1,_409_/Y,pin,pin,0,1.720632490653795e-11
_409_/A2,_409_/Y,pin,pin,0,1.3418489409888767e-11
_409_/B,_409_/Y,pin,pin,0,1.7457717563229558e-11
_410_/A1,_410_/Y,pin,pin,0,2.1955390630545857e-11
_410_/A2,_410_/Y,pin,pin,0,2.4225524364318574e-11
_410_/B1,_410_/Y,pin,pin,0,2.13913955993128e-11
_410_/B2,_410_/Y,pin,pin,0,2.270635936219012e-11
_410_/C,_410_/Y,pin,pin,0,2.132069520932589e-11
_411_/A1,_411_/Y,pin,pin,0,1.864525374373205e-11
_411_/A2,_411_/Y,pin,pin,0,1.9623155531056646e-11
_411_/B,_411_/Y,pin,pin,0,1.5725509436292917e-11
_412_/A,_412_/Y,pin,pin,0,1.0612839600188106e-11
_413_/A,_413_/Y,pin,pin,0,3.51427185962816e-11
_413_/B,_413_/Y,pin,pin,0,2.4338560680736698e-11
_414_/A1,_414_/Y,pin,pin,0,1.747824975029122e-11
_414_/A2,_414_/Y,pin,pin,0,1.3709155338714751e-11
_414_/B,_414_/Y,pin,pin,0,1.771386336224534e-11
_415_/A1,_415_/Y,pin,pin,0,1.8529556361501776e-11
_415_/A2,_415_/Y,pin,pin,0,2.2481660630346845e-11
_415_/B,_415_/Y,pin,pin,0,1.5323395330391065e-11
_416_/A1,_416_/Y,pin,pin,0,2.2145127745454296e-11
_416_/A2,_416_/Y,pin,pin,0,2.445926100547169e-11
_416_/B1,_416_/Y,pin,pin,0,2.327293566195543e-11
_416_/B2,_416_/Y,pin,pin,0,2.2926997106376135e-11
_416_/C,_416_/Y,pin,pin,0,2.1463693669621087e-11
_417_/A,_417_/Y,pin,pin,0,1.1188225693126164e-11
_418_/A1,_418_/Y,pin,pin,0,2.0328799407720588e-11
_418_/A2,_418_/Y,pin,pin,0,1.9954298630109335e-11
_418_/B,_418_/Y,pin,pin,0,1.8495864562151354e-11
_419_/A,_419_/Y,pin,pin,0,1.9991255179041545e-11
_419_/B,_419_/Y,pin,pin,0,2.323640585499831e-11
_420_/A1,_420_/Y,pin,pin,0,1.7498499177426297e-11
_420_/A2,_420_/Y,pin,pin,0,1.8274650889771316e-11
_420_/B,_420_/Y,pin,pin,0,1.667277774175524e-11
_421_/A1,_421_/Y,pin,pin,0,3.216437532982397e-11
_421_/A2,_421_/Y,pin,pin,0,2.9764274378507594e-11
_421_/B,_421_/Y,pin,pin,0,2.7657503023914565e-11
_422_/A,_422_/Y,pin,pin,0,1.3503054577257423e-11
_422_/B,_422_/Y,pin,pin,0,1.3071705176614934e-11
_423_/A,_423_/Y,pin,pin,0,1.138361713920455e-11
_423_/B,_423_/Y,pin,pin,0,8.678803335715468e-12
_424_/A1,_424_/Y,pin,pin,0,2.1812451150848844e-11
_424_/A2,_424_/Y,pin,pin,0,2.2016381773237725e-11
_424_/B,_424_/Y,pin,pin,0,2.500475521083345e-11
_424_/C,_424_/Y,pin,pin,0,2.7514540992812364e-11
_425_/A1,_425_/Y,pin,pin,0,2.124673527392762e-11
_425_/A2,_425_/Y,pin,pin,0,2.7902275975821844e-11
_425_/B,_425_/Y,pin,pin,0,3.263161962863137e-11
_426_/A,_426_/Y,pin,pin,0,2.6823598897607326e-11
_426_/B,_426_/Y,pin,pin,0,1.4642924026087023e-11
_427_/A,_427_/Y,pin,pin,0,7.801913629035262e-12
_428_/A,_428_/Y,pin,pin,0,1.2390843559528797e-11
_428_/B,_428_/Y,pin,pin,0,1.0197982215631729e-11
_429_/A,_429_/Y,pin,pin,0,2.4808145121513192e-11
_429_/B,_429_/Y,pin,pin,0,2.3465476090001047e-11
_429_/C,_429_/Y,pin,pin,0,2.5529758862496976e-11
_430_/A1,_430_/Y,pin,pin,0,2.149145097996019e-11
_430_/A2,_430_/Y,pin,pin,0,2.3081980771166855e-11
_430_/A3,_430_/Y,pin,pin,0,2.343541680160932e-11
_430_/B1,_430_/Y,pin,pin,0,2.1250765036562314e-11
_430_/B2,_430_/Y,pin,pin,0,2.2053010459432976e-11
