,pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap,is_macro,is_seq,is_buf,is_inv,new_cellname,new_netname,id,org_id,netname_prefix,to_top,to_left,to_right,to_bottom,libcell_name,rise_cap,fall_cap
79,C,9369,7155,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_321_,_012_,3.857568084408847e-11,5.614601839010192e-11,1.2207883315351609e-10,1.2580403385697991e-10,4.4726103060017475e-16,0,0,0,0,cell1013,net66,79,79,_012_,9045.0,9369.0,6831.0,7155.0,OA211x2_ASAP7_75t_R,0.447261,0.439142
80,Y,9496,7155,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_321_,_106_,8.107944003687972e-12,4.511904738713213e-12,2.108707097825402e-10,2.1403000205477696e-10,-1.0,0,0,0,0,cell1013,net160,80,80,_106_,9045.0,9496.0,6704.0,7155.0,OA211x2_ASAP7_75t_R,,
81,A1,8518,6328,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_322_,_012_,3.8575725946898836e-11,7.198162899069159e-11,1.2208234423383146e-10,1.2580787800420268e-10,6.200080003576507e-16,0,0,0,0,cell1014,net66,81,81,_012_,9872.0,8518.0,7682.0,6328.0,AO21x1_ASAP7_75t_R,0.620008,0.611597
82,A2,8613,6363,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_322_,_099_,1.55090818659831e-11,4.4590775516439856e-11,1.6330474472692202e-10,1.5956988508314396e-10,6.341729852741434e-16,0,0,0,0,cell1014,net153,82,82,_099_,9837.0,8613.0,7587.0,6363.0,AO21x1_ASAP7_75t_R,0.634173,0.634001
83,B,8667,6363,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_322_,net67,8.418287768263699e-12,2.3079357869271174e-11,1.8116549926894263e-10,1.8139015289797555e-10,6.344629881794596e-16,0,0,0,0,cell1014,net436,83,83,net67,9837.0,8667.0,7533.0,6363.0,AO21x1_ASAP7_75t_R,0.626818,0.634463
84,Y,8752,6292,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_322_,_107_,7.351230735253012e-12,2.3079357869271174e-11,1.9208923340841008e-10,1.9652879323928119e-10,-1.0,0,0,0,0,cell1014,net161,84,84,_107_,9908.0,8752.0,7448.0,6292.0,AO21x1_ASAP7_75t_R,,
85,A,8930,6345,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_323_,_106_,8.108011657903536e-12,4.511904738713213e-12,2.1089641144556024e-10,2.140562310737337e-10,5.467029633056256e-16,0,0,0,0,cell1015,net160,85,85,_106_,9855.0,8930.0,7270.0,6345.0,OR2x2_ASAP7_75t_R,0.534126,0.546703
86,B,8839,6385,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_323_,_107_,7.351230735253012e-12,2.3079357869271174e-11,1.9209138446552032e-10,1.9653094429639137e-10,5.601419880467625e-16,0,0,0,0,cell1015,net161,86,86,_107_,9815.0,8839.0,7361.0,6385.0,OR2x2_ASAP7_75t_R,0.560142,0.55956
87,Y,9050,6345,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_323_,_108_,9.27617271190284e-12,4.511918616501021e-12,2.2803278709737637e-10,2.3484433842035907e-10,-1.0,0,0,0,0,cell1015,net162,87,87,_108_,9855.0,9050.0,7150.0,6345.0,OR2x2_ASAP7_75t_R,,
88,A1,8397,6093,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_324_,_098_,1.7697917784054162e-11,1.2057993492575747e-11,2.2251395170869157e-10,2.297450008015289e-10,5.411660148085427e-16,0,0,0,0,cell1016,net152,88,88,_098_,10107.0,8397.0,7803.0,6093.0,OA211x2_ASAP7_75t_R,0.536639,0.541166
89,A2,8302,6075,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_324_,_102_,1.2875692699532149e-11,2.3921975511598248e-12,2.125658815632647e-10,2.388518272056217e-10,5.704190387957988e-16,0,0,0,0,cell1016,net156,89,89,_102_,10125.0,8302.0,7898.0,6075.0,OA211x2_ASAP7_75t_R,0.570067,0.570419
90,B,8451,6093,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_324_,_108_,9.27763942060178e-12,4.511918616501021e-12,2.2808085975434267e-10,2.348922167882961e-10,4.370169876663016e-16,0,0,0,0,cell1016,net162,90,90,_108_,10107.0,8451.0,7749.0,6093.0,OA211x2_ASAP7_75t_R,0.437017,0.430291
91,C,8505,6075,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_324_,_010_,4.517443363827312e-11,9.692917302128734e-11,1.2672518590051138e-10,1.2910593427672978e-10,4.4726103060017475e-16,0,0,0,0,cell1016,net64,91,91,_010_,10125.0,8505.0,7695.0,6075.0,OA211x2_ASAP7_75t_R,0.447261,0.439142
92,Y,8632,6075,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_324_,_109_,1.8720807890004743e-11,2.392169795584209e-12,2.535279486348685e-10,2.6841689981793593e-10,-1.0,0,0,0,0,cell1016,net163,92,92,_109_,10125.0,8632.0,7568.0,6075.0,OA211x2_ASAP7_75t_R,,
93,A1,8302,4708,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_325_,_008_,6.1969054887534e-11,5.0824497388468615e-11,1.3454211356123122e-10,1.3809908772088875e-10,6.196349882235034e-16,0,0,0,0,cell1017,net62,93,93,_008_,11492.0,8302.0,7898.0,4708.0,AO21x2_ASAP7_75t_R,0.619635,0.612907
94,A2,8397,4743,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_325_,_009_,6.627267484793363e-11,1.7974469135317858e-11,1.7204955515826015e-10,1.6924496526460328e-10,6.355579900220226e-16,0,0,0,0,cell1017,net63,94,94,_009_,11457.0,8397.0,7803.0,4743.0,AO21x2_ASAP7_75t_R,0.635482,0.635558
95,B,8451,4743,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_325_,_089_,1.9801108669392772e-11,3.612313226319941e-11,1.6575694983256284e-10,1.6272753977641938e-10,6.358109881754556e-16,0,0,0,0,cell1017,net143,95,95,_089_,11457.0,8451.0,7749.0,4743.0,AO21x2_ASAP7_75t_R,0.628616,0.635811
96,Y,8560,4727,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_325_,_110_,1.6835701235895506e-11,1.7974469135317858e-11,2.0210949580601323e-10,2.0559420832455544e-10,-1.0,0,0,0,0,cell1017,net164,96,96,_110_,11473.0,8560.0,7640.0,4727.0,AO21x2_ASAP7_75t_R,,
97,A1,8248,5248,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_326_,net78,1.1456515423835524e-11,1.0571649111668079e-10,1.4880788268278875e-10,1.5313939005778818e-10,6.200080003576507e-16,0,0,0,0,cell1018,net448,97,97,net78,10952.0,8248.0,7952.0,5248.0,AO21x1_ASAP7_75t_R,0.620008,0.611597
98,A2,8343,5283,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_326_,_110_,1.6838462915669258e-11,5.266834190997827e-11,2.0220901342238307e-10,2.0569404513004488e-10,6.341729852741434e-16,0,0,0,0,cell1018,net164,98,98,_110_,10917.0,8343.0,7857.0,5283.0,AO21x1_ASAP7_75t_R,0.634173,0.634001
99,B,8397,5283,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_326_,_088_,1.1641616490254414e-11,3.1050551019262684e-11,2.161522766330748e-10,2.2720186843017126e-10,6.344629881794596e-16,0,0,0,0,cell1018,net142,99,99,_088_,10917.0,8397.0,7803.0,5283.0,AO21x1_ASAP7_75t_R,0.626818,0.634463
100,Y,8482,5212,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_326_,_111_,1.5134608843947458e-11,3.10505787748383e-11,2.3183639730195438e-10,2.4721436009400577e-10,-1.0,0,0,0,0,cell1018,net165,100,100,_111_,10988.0,8482.0,7718.0,5212.0,AO21x1_ASAP7_75t_R,,
101,A,7560,5320,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_327_,_111_,1.513510150541464e-11,3.10505787748383e-11,2.3188702347187726e-10,2.4726437564126513e-10,1.1028200625452724e-15,0,0,0,0,cell1019,net165,101,101,_111_,10880.0,7560.0,8640.0,5320.0,AND2x6_ASAP7_75t_R,1.10282,1.07919
102,B,7533,5246,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_327_,_091_,1.4331744992157612e-11,9.237569043030192e-11,1.7944493113652982e-10,1.8673065871332994e-10,1.0655899998981305e-15,0,0,0,0,cell1019,net145,102,102,_091_,10954.0,7533.0,8667.0,5246.0,AND2x6_ASAP7_75t_R,1.06363,1.06559
103,Y,7839,5265,0,False,0,0,False,3.686400143476654e-13,3.1999999872134305e-10,0,_327_,_112_,1.7724802528484848e-11,3.10505787748383e-11,2.5657637126030863e-10,2.7208027497671594e-10,-1.0,0,0,0,0,cell1019,net166,103,103,_112_,10935.0,7839.0,8361.0,5265.0,AND2x6_ASAP7_75t_R,,
104,A1,6466,5248,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_328_,_092_,1.3535988302448844e-11,8.701908638109046e-11,2.3684143535263047e-10,2.4860330460896307e-10,6.200080003576507e-16,0,0,0,0,cell1020,net146,104,104,_092_,10952.0,6466.0,9734.0,5248.0,AO21x1_ASAP7_75t_R,0.620008,0.611597
105,A2,6561,5283,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_328_,_109_,1.8749127250750064e-11,6.615963332734509e-11,2.5391930225104886e-10,2.6880295211917366e-10,6.341729852741434e-16,0,0,0,0,cell1020,net163,105,105,_109_,10917.0,6561.0,9639.0,5283.0,AO21x1_ASAP7_75t_R,0.634173,0.634001
106,B,6615,5283,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_328_,_112_,1.77451334876233e-11,6.237141358944598e-11,2.5695523486746197e-10,2.724596936953816e-10,6.344629881794596e-16,0,0,0,0,cell1020,net166,106,106,_112_,10917.0,6615.0,9585.0,5283.0,AO21x1_ASAP7_75t_R,0.626818,0.634463
107,Y,6700,5212,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_328_,_113_,1.647742706167854e-11,6.237141358944598e-11,2.7456953377580357e-10,2.938042864553125e-10,-1.0,0,0,0,0,cell1020,net167,107,107,_113_,10988.0,6700.0,9500.0,5212.0,AO21x1_ASAP7_75t_R,,
108,A,10827,4455,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_329_,_286_,2.107804035478278e-11,2.2108118113983719e-10,8.772305104542966e-11,8.866792716721861e-11,6.422529913766798e-16,0,0,0,0,cell1021,net340,108,108,_286_,11745.0,10827.0,5373.0,4455.0,AND4x1_ASAP7_75t_R,0.640955,0.642253
109,B,10881,4437,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_329_,_280_,2.019412415066313e-11,2.2057272675013448e-10,8.751276786567175e-11,8.839023957207813e-11,6.0021400505062e-16,0,0,0,0,cell1021,net334,109,109,_280_,11763.0,10881.0,5319.0,4437.0,AND4x1_ASAP7_75t_R,0.600214,0.588755
110,C,10935,4437,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_329_,_281_,1.9447183446930083e-11,2.20856694044258e-10,8.687551372732472e-11,8.771537662877192e-11,5.962740312964668e-16,0,0,0,0,cell1021,net335,110,110,_281_,11763.0,10935.0,5265.0,4437.0,AND4x1_ASAP7_75t_R,0.596274,0.584478
111,D,10989,4419,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_329_,_282_,1.898483974194232e-11,2.2171683933258635e-10,8.611353297105495e-11,8.71873614971541e-11,6.152939973083845e-16,0,0,0,0,cell1021,net336,111,111,_282_,11781.0,10989.0,5211.0,4419.0,AND4x1_ASAP7_75t_R,0.615294,0.602586
112,Y,11084,4455,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_329_,_114_,1.4774358819691358e-11,2.2057272675013448e-10,1.1624942675148019e-10,1.0719168608286367e-10,-1.0,0,0,0,0,cell1021,net168,112,112,_114_,11745.0,11084.0,5116.0,4455.0,AND4x1_ASAP7_75t_R,,
113,A,7371,4725,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_330_,_283_,1.900462946735626e-11,2.5281343685179536e-10,8.751931818151704e-11,8.839911441738124e-11,5.550959480821725e-16,0,0,0,0,cell1022,net337,113,113,_283_,11475.0,7371.0,8829.0,4725.0,AND5x1_ASAP7_75t_R,0.553435,0.555096
114,B,7425,4743,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_330_,_284_,1.8848405475280217e-11,2.5142937731814636e-10,8.717210286945941e-11,8.826449987564544e-11,5.073249839229244e-16,0,0,0,0,cell1022,net338,114,114,_284_,11457.0,7425.0,8775.0,4743.0,AND5x1_ASAP7_75t_R,0.507325,0.496717
115,C,7479,4743,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_330_,_285_,1.9089577141251368e-11,2.489762840340859e-10,8.826506886494556e-11,8.911313353898719e-11,5.061589901314697e-16,0,0,0,0,cell1022,net339,115,115,_285_,11457.0,7479.0,8721.0,4743.0,AND5x1_ASAP7_75t_R,0.506159,0.494143
116,D,7533,4743,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_330_,_031_,1.5670090225405886e-11,2.5137461556745677e-10,8.558548314496761e-11,8.630687137189952e-11,5.06550001715746e-16,0,0,0,0,cell1022,net85,116,116,_031_,11457.0,7533.0,8667.0,4743.0,AND5x1_ASAP7_75t_R,0.50655,0.49415
117,E,7587,4761,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_330_,_114_,1.4777918472264062e-11,2.2057272675013448e-10,1.1635032520773692e-10,1.0729091920458343e-10,5.447890394217453e-16,0,0,0,0,cell1022,net168,117,117,_114_,11439.0,7587.0,8613.0,4761.0,AND5x1_ASAP7_75t_R,0.544789,0.531148
118,Y,7679,4725,0,False,0,0,False,3.686400143476654e-13,3.1999999872134305e-10,0,_330_,_115_,1.775187288832747e-11,2.2057271287234667e-10,1.5405941800050726e-10,1.2965863105396378e-10,-1.0,0,0,0,0,cell1022,net169,118,118,_115_,11475.0,7679.0,8521.0,4725.0,AND5x1_ASAP7_75t_R,,
119,A,9909,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_331_,_287_,2.015910008368316e-11,2.2315591041710547e-10,8.452551852888844e-11,8.538750956299522e-11,6.422529913766798e-16,0,0,0,0,cell1023,net341,119,119,_287_,5805.0,9909.0,6291.0,10395.0,AND4x1_ASAP7_75t_R,0.640955,0.642253
120,B,9963,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_331_,_288_,1.9863777289685917e-11,2.2238416663711289e-10,8.442673643527243e-11,8.549774083155269e-11,6.0021400505062e-16,0,0,0,0,cell1023,net342,120,120,_288_,5823.0,9963.0,6237.0,10377.0,AND4x1_ASAP7_75t_R,0.600214,0.588755
121,C,10017,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_331_,_289_,2.0240007586602715e-11,2.2166635194054152e-10,8.459341560573819e-11,8.564962628021533e-11,5.962740312964668e-16,0,0,0,0,cell1023,net343,121,121,_289_,5823.0,10017.0,6183.0,10377.0,AND4x1_ASAP7_75t_R,0.596274,0.584478
122,D,10071,10359,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_331_,_294_,2.398508822110124e-11,2.1642407310729084e-10,8.947784180257655e-11,9.050157151468952e-11,6.152939973083845e-16,0,0,0,0,cell1023,net348,122,122,_294_,5841.0,10071.0,6129.0,10359.0,AND4x1_ASAP7_75t_R,0.615294,0.602586
123,Y,10166,10395,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_331_,_116_,1.4327843599060142e-11,2.1642407310729084e-10,1.188140141827887e-10,1.1144374312266335e-10,-1.0,0,0,0,0,cell1023,net170,123,123,_116_,5805.0,10166.0,6034.0,10395.0,AND4x1_ASAP7_75t_R,,
124,A,5913,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_332_,_290_,1.9669437953395708e-11,2.5448607110512e-10,8.399581724605197e-11,8.509431353997954e-11,5.550959480821725e-16,0,0,0,0,cell1024,net344,124,124,_290_,5805.0,5913.0,10287.0,10395.0,AND5x1_ASAP7_75t_R,0.553435,0.555096
125,B,5967,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_332_,_291_,1.8260270032155468e-11,2.512229868578686e-10,8.581119842476781e-11,8.685711871958546e-11,5.073249839229244e-16,0,0,0,0,cell1024,net345,125,125,_291_,5823.0,5967.0,10233.0,10377.0,AND5x1_ASAP7_75t_R,0.507325,0.496717
126,C,6021,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_332_,_292_,1.826956294581628e-11,2.4989701974398315e-10,8.579739696479294e-11,8.68399588349611e-11,5.061589901314697e-16,0,0,0,0,cell1024,net346,126,126,_292_,5823.0,6021.0,10179.0,10377.0,AND5x1_ASAP7_75t_R,0.506159,0.494143
127,D,6075,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_332_,_293_,1.8538707027837556e-11,2.4873980652984073e-10,8.606663298715844e-11,8.711803500816018e-11,5.06550001715746e-16,0,0,0,0,cell1024,net347,127,127,_293_,5823.0,6075.0,10125.0,10377.0,AND5x1_ASAP7_75t_R,0.50655,0.49415
128,E,6129,10359,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_332_,_116_,1.4329260000778275e-11,2.1642407310729084e-10,1.1886702733221455e-10,1.1149588197145731e-10,5.447890394217453e-16,0,0,0,0,cell1024,net170,128,128,_116_,5841.0,6129.0,10071.0,10359.0,AND5x1_ASAP7_75t_R,0.544789,0.531148
129,Y,6221,10395,0,False,0,0,False,3.686400143476654e-13,3.1999999872134305e-10,0,_332_,_117_,1.9904586659458268e-11,2.1642407310729084e-10,1.575104213724643e-10,1.3467303661141014e-10,-1.0,0,0,0,0,cell1024,net171,129,129,_117_,5805.0,6221.0,9979.0,10395.0,AND5x1_ASAP7_75t_R,,
130,A,6033,5002,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_333_,_115_,1.7753585060398258e-11,2.205726989945589e-10,1.541486938094749e-10,1.2974521457209676e-10,1.0628999291367692e-15,0,0,0,0,cell1025,net169,130,130,_115_,11198.0,6033.0,10167.0,5002.0,NAND2x1_ASAP7_75t_R,1.0629,1.0264
131,B,6237,5013,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_333_,_117_,1.992496792557752e-11,2.1642407310729084e-10,1.5775941664131207e-10,1.3492178208007743e-10,1.0604499922159546e-15,0,0,0,0,cell1025,net171,131,131,_117_,11187.0,6237.0,9963.0,5013.0,NAND2x1_ASAP7_75t_R,1.05995,1.06045
132,Y,6244,5013,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_333_,_118_,1.5237320086236572e-11,2.1642405922950303e-10,1.4665595127194564e-10,1.6890862319929312e-10,-1.0,0,0,0,0,cell1025,net172,132,132,_118_,11187.0,6244.0,9956.0,5013.0,NAND2x1_ASAP7_75t_R,,
133,A,5761,5265,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_334_,_046_,2.288248757142952e-11,1.846971464658509e-10,9.038554626972227e-11,9.146122054159987e-11,6.837159952986068e-16,0,0,0,1,cell1026,net100,133,133,_046_,10935.0,5761.0,10439.0,5265.0,INVx1_ASAP7_75t_R,0.683678,0.683716
134,Y,5848,5265,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_334_,_119_,1.8692269954101448e-11,1.846971464658509e-10,1.0607181799571208e-10,1.0311721615474667e-10,-1.0,0,0,0,1,cell1026,net173,134,134,_119_,10935.0,5848.0,10352.0,5265.0,INVx1_ASAP7_75t_R,,
135,A1,5643,5013,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_335_,_113_,1.6478389833207707e-11,1.0344330947376079e-10,2.7464311380676065e-10,2.9387869915353804e-10,6.183570272643335e-16,0,0,0,0,cell1027,net167,135,135,_113_,11187.0,5643.0,10557.0,5013.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
136,A2,5751,5013,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_335_,_118_,1.5237436312709463e-11,2.2822195522298472e-10,1.4667862757722358e-10,1.689314937936004e-10,6.484900126046684e-16,0,0,0,0,cell1027,net172,136,136,_118_,11187.0,5751.0,10449.0,5013.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
137,B,5815,5010,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_335_,_119_,1.8692269954101448e-11,2.8522739725644897e-10,1.0608976891424148e-10,1.0313500747871628e-10,6.363210078888211e-16,0,0,0,0,cell1027,net173,137,137,_119_,11190.0,5815.0,10385.0,5010.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
138,Y,5938,4995,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_335_,_120_,7.161883065764929e-12,1.0344330947376079e-10,2.9277466562227517e-10,3.1200508843198804e-10,-1.0,0,0,0,0,cell1027,net174,138,138,_120_,11205.0,5938.0,10262.0,4995.0,OA21x2_ASAP7_75t_R,,
139,A,5383,2835,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_336_,net34,1.1207166271398616e-11,3.089907218978283e-10,9.138702294908539e-11,9.176292364854176e-11,6.837159952986068e-16,0,0,0,1,cell1028,net400,139,139,net34,13365.0,5383.0,10817.0,2835.0,INVx1_ASAP7_75t_R,0.683678,0.683716
140,Y,5470,2835,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_336_,_121_,7.538410000396123e-12,3.089907218978283e-10,9.845430026800271e-11,9.750934781838083e-11,-1.0,0,0,0,1,cell1028,net175,140,140,_121_,13365.0,5470.0,10730.0,2835.0,INVx1_ASAP7_75t_R,,
141,A1,5319,3627,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_337_,_087_,7.076017723151029e-12,2.4927687691800315e-10,1.5848285184194566e-10,1.552429296225455e-10,6.183570272643335e-16,0,0,0,0,cell1029,net141,141,141,_087_,12573.0,5319.0,10881.0,3627.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
142,A2,5427,3627,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_337_,_120_,7.163223139650121e-12,1.0344330947376079e-10,2.9282359870208547e-10,3.120540215117984e-10,6.484900126046684e-16,0,0,0,0,cell1029,net174,142,142,_120_,12573.0,5427.0,10773.0,3627.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
143,B,5491,3629,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_337_,_121_,7.538566992870699e-12,3.089907218978283e-10,9.847293119813472e-11,9.752779833727132e-11,6.363210078888211e-16,0,0,0,0,cell1029,net175,143,143,_121_,12571.0,5491.0,10709.0,3629.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
144,Y,5614,3645,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_337_,_002_,6.482230550941548e-12,1.0344330947376079e-10,3.0735100575718377e-10,3.281686311584764e-10,-1.0,0,0,0,0,cell1029,net56,144,144,_002_,12555.0,5614.0,10586.0,3645.0,OA21x2_ASAP7_75t_R,,
145,A,5925,5265,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_338_,_046_,2.288250665338776e-11,1.3798767684036759e-10,9.0385927908887e-11,9.146160911965849e-11,1.0899499263073353e-15,0,0,1,0,cell1030,net100,145,145,_046_,10935.0,5925.0,10275.0,5265.0,BUFx4f_ASAP7_75t_R,1.08995,1.08939
146,Y,6225,5265,0,False,0,0,False,1.843200071738327e-13,3.1999999872134305e-10,0,_338_,_122_,2.073908926536472e-11,1.3798766296257978e-10,1.1289606749453895e-10,1.1489363627159575e-10,-1.0,0,0,1,0,cell1030,net176,146,146,_122_,10935.0,6225.0,9975.0,5265.0,BUFx4f_ASAP7_75t_R,,
147,A,7609,11162,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_339_,_085_,1.6567611865747622e-11,1.4797224556772903e-10,1.0393549909615274e-10,1.0546868933758445e-10,2.0651899922162837e-15,0,0,0,0,cell1031,net139,147,147,_085_,5038.0,7609.0,8591.0,11162.0,NAND2x2_ASAP7_75t_R,2.06519,1.99406
148,B,7591,11220,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_339_,_122_,2.082080167997713e-11,1.3798766296257978e-10,1.1364495455801203e-10,1.1564300905764212e-10,2.1830999430893974e-15,0,0,0,0,cell1031,net176,148,148,_122_,4980.0,7591.0,8609.0,11220.0,NAND2x2_ASAP7_75t_R,2.18092,2.1831
149,Y,7614,11203,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_339_,_123_,4.0679633273033033e-11,1.3798766296257978e-10,1.4003880000057478e-10,1.3359142958524473e-10,-1.0,0,0,0,0,cell1031,net177,149,149,_123_,4997.0,7614.0,8586.0,11203.0,NAND2x2_ASAP7_75t_R,,
150,A,5545,1741,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_340_,_047_,1.6129174384982292e-11,1.9756947466920136e-10,8.543891288903538e-11,8.633803394442197e-11,1.0713700468510754e-15,0,0,0,0,cell1032,net101,150,150,_047_,14459.0,5545.0,10655.0,1741.0,NOR2x1_ASAP7_75t_R,1.03534,1.07137
151,B,5649,1755,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_340_,_123_,4.094904970664004e-11,1.3798767684036759e-10,1.4186846142294482e-10,1.354138190468035e-10,1.0873700757082357e-15,0,0,0,0,cell1032,net177,151,151,_123_,14445.0,5649.0,10551.0,1755.0,NOR2x1_ASAP7_75t_R,1.08737,1.08556
152,Y,5758,1737,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_340_,net53,1.8867461412663825e-11,1.3798767684036759e-10,1.508804192695834e-10,1.5847329004614608e-10,-1.0,0,0,0,0,cell1032,net421,152,152,net53,14463.0,5758.0,10442.0,1737.0,NOR2x1_ASAP7_75t_R,,
153,A,5113,1485,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_341_,net33,7.934174151014162e-12,3.06134895211585e-10,8.954909036518187e-11,8.998454065212158e-11,6.837159952986068e-16,0,0,0,1,cell1033,net399,153,153,net33,14715.0,5113.0,11087.0,1485.0,INVx1_ASAP7_75t_R,0.683678,0.683716
154,Y,5200,1485,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_341_,_124_,5.967614857133041e-12,3.06134895211585e-10,9.539164597116567e-11,9.46038941629368e-11,-1.0,0,0,0,1,cell1033,net178,154,154,_124_,14715.0,5200.0,11000.0,1485.0,INVx1_ASAP7_75t_R,,
155,A1,5211,1737,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_342_,_124_,5.967647383198216e-12,3.06134895211585e-10,9.539924405999044e-11,9.461159633517012e-11,5.243980447055781e-16,0,0,0,0,cell1034,net178,155,155,_124_,14463.0,5211.0,10989.0,1737.0,AO221x1_ASAP7_75t_R,0.51688,0.524398
156,A2,5265,1737,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_342_,net36,1.7381977801544934e-11,2.6226990024191816e-10,1.3992737524226584e-10,1.3723479297400587e-10,4.902120067126314e-16,0,0,0,0,cell1034,net402,156,156,net36,14463.0,5265.0,10935.0,1737.0,AO221x1_ASAP7_75t_R,0.487368,0.490212
157,B1,5049,1737,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_342_,net53,1.8867981829706612e-11,2.5125748703835877e-10,1.5093491734230466e-10,1.5852777424107956e-10,5.70434973603119e-16,0,0,0,0,cell1034,net421,157,157,net53,14463.0,5049.0,11151.0,1737.0,AO221x1_ASAP7_75t_R,0.570421,0.570435
