,pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap,is_macro,is_seq,is_buf,is_inv,new_cellname,new_netname,id,org_id,netname_prefix,to_top,to_left,to_right,to_bottom,libcell_name,rise_cap,fall_cap
756,B1,8127,13077,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_507_,_246_,7.493570000627336e-12,9.937708989049554e-11,2.7400673396904546e-10,2.9037053317360057e-10,5.70434973603119e-16,0,0,0,0,cell1199,net300,756,756,_246_,3123.0,8127.0,8073.0,13077.0,AO221x1_ASAP7_75t_R,0.570421,0.570435
757,B2,8181,13077,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_507_,_085_,1.677158759094688e-11,2.80343664949001e-10,1.0412516682212214e-10,1.0565372882131996e-10,5.375859771174133e-16,0,0,0,0,cell1199,net139,757,757,_085_,3123.0,8181.0,8019.0,13077.0,AO221x1_ASAP7_75t_R,0.537586,0.532511
758,C,8235,13077,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_507_,_247_,7.110120218284388e-12,2.3027803275343928e-10,1.5834857036711722e-10,1.5688363108612435e-10,5.344120387849329e-16,0,0,0,0,cell1199,net301,758,758,_247_,3123.0,8235.0,7965.0,13077.0,AO221x1_ASAP7_75t_R,0.526688,0.534412
759,Y,8546,13095,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_507_,_248_,1.0051427572210779e-11,4.6991327495859985e-11,3.5745345572379956e-10,3.198470377441253e-10,-1.0,0,0,0,0,cell1199,net302,759,759,_248_,3105.0,8546.0,7654.0,13095.0,AO221x1_ASAP7_75t_R,,
760,A1,8775,12807,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_508_,dpath.a_lt_b$in0\[6\],1.9730135927820136e-11,3.0011607088376024e-10,9.979974485707643e-11,9.58193108191452e-11,6.108139871107973e-16,0,0,0,0,cell1200,net367,760,760,dpath.a_lt_b$in0,3393.0,8775.0,7425.0,12807.0,OA22x2_ASAP7_75t_R,0.603169,0.610814
761,A2,8829,12807,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_508_,_123_,4.0684514784894426e-11,2.5615137788648207e-10,1.4027905226310367e-10,1.3383166796998578e-10,6.495910495569806e-16,0,0,0,0,cell1200,net177,761,761,_123_,3393.0,8829.0,7371.0,12807.0,OA22x2_ASAP7_75t_R,0.649288,0.649591
762,B1,8937,12807,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_508_,_244_,1.0154155294372911e-11,1.0223721869095924e-10,3.0164901132501143e-10,3.00314162426929e-10,5.632029533599026e-16,0,0,0,0,cell1200,net298,762,762,_244_,3393.0,8937.0,7263.0,12807.0,OA22x2_ASAP7_75t_R,0.563203,0.562858
763,B2,8875,12858,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_508_,_248_,1.0051477011829846e-11,4.6991327495859985e-11,3.5746466897634827e-10,3.1985813997437157e-10,6.182060436414854e-16,0,0,0,0,cell1200,net302,763,763,_248_,3342.0,8875.0,7325.0,12858.0,OA22x2_ASAP7_75t_R,0.618206,0.611621
764,Y,8569,12825,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_508_,_065_,7.12632730603957e-12,4.6991327495859985e-11,3.7348782400137276e-10,3.3843597369020983e-10,-1.0,0,0,0,0,cell1200,net119,764,764,_065_,3375.0,8569.0,7631.0,12825.0,OA22x2_ASAP7_75t_R,,
765,A,11701,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_509_,_288_,1.98553153085701e-11,2.8489485770499807e-10,8.426188219390339e-11,8.532730771948492e-11,6.837159952986068e-16,0,0,0,1,cell1201,net342,765,765,_288_,6075.0,11701.0,4499.0,10125.0,INVx1_ASAP7_75t_R,0.683678,0.683716
766,Y,11788,10125,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_509_,_249_,1.3333513980418044e-11,2.8489485770499807e-10,9.650528293159155e-11,9.391330768604432e-11,-1.0,0,0,0,1,cell1201,net303,766,766,_249_,6075.0,11788.0,4412.0,10125.0,INVx1_ASAP7_75t_R,,
767,A,9703,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_510_,net71,9.193394309714442e-12,5.082219367569252e-11,1.6102191802147559e-10,1.5862261504295816e-10,6.837159952986068e-16,0,0,0,1,cell1202,net441,767,767,net71,6075.0,9703.0,6497.0,10125.0,INVx1_ASAP7_75t_R,0.683678,0.683716
768,Y,9790,10125,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_510_,_250_,2.1220646767572404e-11,5.082219367569252e-11,1.7135785845834306e-10,1.728088366848013e-10,-1.0,0,0,0,1,cell1202,net304,768,768,_250_,6075.0,9790.0,6410.0,10125.0,INVx1_ASAP7_75t_R,,
769,A,9524,9315,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_511_,net75,5.374010264569407e-12,5.878272868464762e-11,1.858014020417187e-10,1.840926300289425e-10,5.467029633056256e-16,0,0,0,0,cell1203,net445,769,769,net75,6885.0,9524.0,6676.0,9315.0,OR2x2_ASAP7_75t_R,0.534126,0.546703
770,B,9433,9274,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_511_,net70,5.328254330805304e-12,4.63706573139433e-11,1.9273591056467862e-10,1.9699375464199418e-10,5.601419880467625e-16,0,0,0,0,cell1203,net440,770,770,net70,6926.0,9433.0,6767.0,9274.0,OR2x2_ASAP7_75t_R,0.560142,0.55956
771,Y,9644,9315,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_511_,_251_,6.614997178494564e-12,4.63706573139433e-11,2.0660792521276503e-10,2.1463850141678617e-10,-1.0,0,0,0,0,cell1203,net305,771,771,_251_,6885.0,9644.0,6556.0,9315.0,OR2x2_ASAP7_75t_R,,
772,A1,10071,9333,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_512_,_176_,9.466059880391953e-12,5.03313085653545e-11,2.029780926671165e-10,2.103649893170356e-10,6.183570272643335e-16,0,0,0,0,cell1204,net230,772,772,_176_,6867.0,10071.0,6129.0,9333.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
773,A2,10179,9333,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_512_,_251_,6.615087384115315e-12,4.63706573139433e-11,2.0661963806567482e-10,2.14650214269696e-10,6.484900126046684e-16,0,0,0,0,cell1204,net305,773,773,_251_,6867.0,10179.0,6021.0,9333.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
774,B,10243,9330,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_512_,_164_,1.1940295106815936e-11,6.793694773410408e-11,1.9151370767023224e-10,1.900145735200809e-10,6.363210078888211e-16,0,0,0,0,cell1204,net218,774,774,_164_,6870.0,10243.0,5957.0,9330.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
775,Y,10366,9315,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_512_,_252_,9.491882974055343e-12,4.637064343615549e-11,2.2276058775361207e-10,2.3261544079833382e-10,-1.0,0,0,0,0,cell1204,net306,775,775,_252_,6885.0,10366.0,5834.0,9315.0,OA21x2_ASAP7_75t_R,,
776,B,10649,10166,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_513_,_252_,9.493404326543775e-12,4.637064343615549e-11,2.22810561667508e-10,2.3266573390134934e-10,1.6521899620248876e-15,0,0,0,0,cell1205,net306,776,776,_252_,6034.0,10649.0,5551.0,10166.0,XNOR2x1_ASAP7_75t_R,1.64141,1.65219
777,Y,10813,10100,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_513_,net50,1.9345493956768323e-11,4.6370629558367676e-11,2.4522053831965707e-10,2.5106694501175747e-10,-1.0,0,0,0,0,cell1205,net418,777,777,net50,6100.0,10813.0,5387.0,10100.0,XNOR2x1_ASAP7_75t_R,,
778,A,10715,10075,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_513_,_250_,2.1220900037199897e-11,1.0254298798972883e-10,1.7140198982357188e-10,1.728537590839352e-10,1.6406600436677434e-15,0,0,0,0,cell1205,net304,778,778,_250_,6125.0,10715.0,5485.0,10075.0,XNOR2x1_ASAP7_75t_R,1.60506,1.64066
779,A1,12352,7171,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_514_,net36,1.74052681989334e-11,2.345435512474125e-10,1.4003380399696394e-10,1.3733764125944958e-10,6.200080003576507e-16,0,0,0,0,cell1206,net402,779,779,net36,9029.0,12352.0,3848.0,7171.0,AO21x1_ASAP7_75t_R,0.620008,0.611597
780,A2,12447,7137,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_514_,net16,5.541773637207648e-12,2.8801586116067307e-10,8.828150016571e-11,8.880118168574924e-11,6.341729852741434e-16,0,0,0,0,cell1206,net380,780,780,net16,9063.0,12447.0,3753.0,7137.0,AO21x1_ASAP7_75t_R,0.634173,0.634001
781,B,12501,7137,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_514_,_126_,2.0657899002518576e-11,2.4552274102696003e-10,1.2714543307090764e-10,1.2900305823571043e-10,6.344629881794596e-16,0,0,0,0,cell1206,net180,781,781,_126_,9063.0,12501.0,3699.0,7137.0,AO21x1_ASAP7_75t_R,0.626818,0.634463
782,Y,12586,7207,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_514_,_253_,8.302122010694912e-12,2.345435512474125e-10,1.5454125479319458e-10,1.549080724805307e-10,-1.0,0,0,0,0,cell1206,net307,782,782,_253_,8993.0,12586.0,3614.0,7207.0,AO21x1_ASAP7_75t_R,,
783,A1,11907,8757,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_515_,_249_,1.3333762045875108e-11,2.8489485770499807e-10,9.653789573293992e-11,9.394628130987569e-11,5.243980447055781e-16,0,0,0,0,cell1207,net303,783,783,_249_,7443.0,11907.0,4293.0,8757.0,AO221x1_ASAP7_75t_R,0.51688,0.524398
784,A2,11961,8757,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_515_,_156_,2.5930969177467844e-11,7.361092291269243e-11,3.072220811084492e-10,3.1179148152205016e-10,4.902120067126314e-16,0,0,0,0,cell1207,net210,784,784,_156_,7443.0,11961.0,4239.0,8757.0,AO221x1_ASAP7_75t_R,0.487368,0.490212
785,B1,11745,8757,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_515_,net50,1.934668571179632e-11,1.3745946048082658e-10,2.4530091846663993e-10,2.5114729740316477e-10,5.70434973603119e-16,0,0,0,0,cell1207,net418,785,785,net50,7443.0,11745.0,4455.0,8757.0,AO221x1_ASAP7_75t_R,0.570421,0.570435
786,B2,11799,8757,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_515_,_138_,1.8751123917470916e-11,3.3755748196639956e-11,3.514959434625098e-10,3.19334225729051e-10,5.375859771174133e-16,0,0,0,0,cell1207,net192,786,786,_138_,7443.0,11799.0,4401.0,8757.0,AO221x1_ASAP7_75t_R,0.537586,0.532511
787,C,11853,8757,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_515_,_253_,8.304049288476723e-12,2.345435512474125e-10,1.5459426794262043e-10,1.549616962526201e-10,5.344120387849329e-16,0,0,0,0,cell1207,net307,787,787,_253_,7443.0,11853.0,4347.0,8757.0,AO221x1_ASAP7_75t_R,0.526688,0.534412
788,Y,12164,8775,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_515_,_254_,9.929525084106938e-12,3.3755748196639956e-11,3.70834224439065e-10,3.4224251210801526e-10,-1.0,0,0,0,0,cell1207,net308,788,788,_254_,7425.0,12164.0,4036.0,8775.0,AO221x1_ASAP7_75t_R,,
789,A1,12015,9567,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_516_,dpath.a_lt_b$in0\[7\],2.003583757237415e-11,3.0047425658707994e-10,1.0039698239427963e-10,9.638934095335115e-11,6.183570272643335e-16,0,0,0,0,cell1208,net368,789,789,dpath.a_lt_b$in0,6633.0,12015.0,4185.0,9567.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
790,A2,12123,9567,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_516_,_129_,2.1366134556055627e-11,2.3244313418491203e-10,1.6894742549400374e-10,1.619853695622453e-10,6.484900126046684e-16,0,0,0,0,cell1208,net183,790,790,_129_,6633.0,12123.0,4077.0,9567.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
791,B,12187,9569,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_516_,_254_,9.929737587732744e-12,3.3755748196639956e-11,3.7085881587906044e-10,3.4226685374783017e-10,6.363210078888211e-16,0,0,0,0,cell1208,net308,791,791,_254_,6631.0,12187.0,4013.0,9569.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
792,Y,12310,9585,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_516_,_066_,7.0509383921779626e-12,3.3755748196639956e-11,3.8693670489919896e-10,3.551764715670202e-10,-1.0,0,0,0,0,cell1208,net120,792,792,_066_,6615.0,12310.0,3890.0,9585.0,OA21x2_ASAP7_75t_R,,
793,A,9649,11745,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_517_,_287_,2.015565839230682e-11,2.731038173386935e-10,8.447133964528675e-11,8.533344864058988e-11,6.837159952986068e-16,0,0,0,1,cell1209,net341,793,793,_287_,4455.0,9649.0,6551.0,11745.0,INVx1_ASAP7_75t_R,0.683678,0.683716
794,Y,9736,11745,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_517_,_255_,1.8625542080874524e-11,2.731038173386935e-10,9.968437186813615e-11,9.703624015422464e-11,-1.0,0,0,0,1,cell1209,net309,794,794,_255_,4455.0,9736.0,6464.0,11745.0,INVx1_ASAP7_75t_R,,
795,A,8289,11745,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_518_,_255_,1.8626862205439743e-11,2.823809797103394e-10,9.977552117845788e-11,9.712695925312431e-11,6.378089800793509e-16,0,0,0,0,cell1210,net309,795,795,_255_,4455.0,8289.0,7911.0,11745.0,AND3x1_ASAP7_75t_R,0.636391,0.637809
796,B,8343,11745,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_518_,_131_,1.843494974729243e-11,1.1703554791964166e-10,2.6020441357132995e-10,2.7689897597049646e-10,5.996220348996077e-16,0,0,0,0,cell1210,net185,796,796,_131_,4455.0,8343.0,7857.0,11745.0,AND3x1_ASAP7_75t_R,0.599622,0.589034
797,C,8397,11745,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_518_,_134_,1.8378914709571422e-11,1.0257586446904554e-10,2.7981278405420085e-10,2.8367344584445675e-10,6.001109846684102e-16,0,0,0,0,cell1210,net188,797,797,_134_,4455.0,8397.0,7803.0,11745.0,AND3x1_ASAP7_75t_R,0.600111,0.586431
798,Y,8488,11742,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_518_,_256_,9.946325013610036e-12,1.0257586446904554e-10,3.014165583792305e-10,3.001136561486817e-10,-1.0,0,0,0,0,cell1210,net310,798,798,_256_,4458.0,8488.0,7712.0,11742.0,AND3x1_ASAP7_75t_R,,
799,A,8893,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_519_,net56,7.620179660883242e-12,5.961342530724778e-11,1.6014400916475324e-10,1.5734742675466149e-10,6.837159952986068e-16,0,0,0,1,cell1211,net424,799,799,net56,6075.0,8893.0,7307.0,10125.0,INVx1_ASAP7_75t_R,0.683678,0.683716
800,Y,8980,10125,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_519_,_257_,1.3809406743114929e-11,5.961342530724778e-11,1.6645743117216227e-10,1.6853081430401318e-10,-1.0,0,0,0,1,cell1211,net311,800,800,_257_,6075.0,8980.0,7220.0,10125.0,INVx1_ASAP7_75t_R,,
801,A,9153,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_520_,_257_,1.3809484805671346e-11,7.597042439577706e-11,1.6647729028651526e-10,1.685507289295174e-10,6.378089800793509e-16,0,0,0,0,cell1212,net311,801,801,_257_,5805.0,9153.0,7047.0,10395.0,AND3x1_ASAP7_75t_R,0.636391,0.637809
802,B,9207,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_520_,_018_,4.613041545975527e-11,1.096661372823604e-10,1.2375010738363557e-10,1.2615342104282942e-10,5.996220348996077e-16,0,0,0,0,cell1212,net72,802,802,_018_,5805.0,9207.0,6993.0,10395.0,AND3x1_ASAP7_75t_R,0.599622,0.589034
803,C,9261,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_520_,_017_,4.789952462447289e-11,1.0674441885960562e-10,1.252534742590683e-10,1.2760117962251627e-10,6.001109846684102e-16,0,0,0,0,cell1212,net71,803,803,_017_,5805.0,9261.0,6939.0,10395.0,AND3x1_ASAP7_75t_R,0.600111,0.586431
804,Y,9352,10397,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_520_,_258_,1.1817278926240515e-11,7.597042439577706e-11,1.8773423093865202e-10,1.8270487900373664e-10,-1.0,0,0,0,0,cell1212,net312,804,804,_258_,5803.0,9352.0,6848.0,10397.0,AND3x1_ASAP7_75t_R,,
805,A1,8343,10413,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_521_,net73,8.449770397267464e-12,9.85858755742086e-11,1.5881566894915267e-10,1.5627436844578568e-10,6.183570272643335e-16,0,0,0,0,cell1213,net443,805,805,net73,5787.0,8343.0,7857.0,10413.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
806,A2,8451,10413,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_521_,_098_,1.7686347178469397e-11,2.2780985431403167e-11,2.2230844942683348e-10,2.2953801359637535e-10,6.484900126046684e-16,0,0,0,0,cell1213,net152,806,806,_098_,5787.0,8451.0,7749.0,10413.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
807,B,8515,10410,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_521_,_258_,1.1817743832132076e-11,7.597042439577706e-11,1.8775279941873888e-10,1.8272328095036983e-10,6.363210078888211e-16,0,0,0,0,cell1213,net312,807,807,_258_,5790.0,8515.0,7685.0,10410.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
808,Y,8638,10395,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_521_,_259_,6.978006280439209e-12,2.278099930919097e-11,2.3999308096378513e-10,2.4865987047206767e-10,-1.0,0,0,0,0,cell1213,net313,808,808,_259_,5805.0,8638.0,7562.0,10395.0,OA21x2_ASAP7_75t_R,,
809,A,8775,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_522_,net55,5.995013513393488e-12,9.861371441655108e-11,1.5973229683385879e-10,1.5697354527333118e-10,6.422529913766798e-16,0,0,0,0,cell1214,net423,809,809,net55,5805.0,8775.0,7425.0,10395.0,AND4x1_ASAP7_75t_R,0.640955,0.642253
810,B,8829,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_522_,_245_,1.5826734020563116e-11,8.600714584972025e-11,1.6648882272818355e-10,1.6828938242952063e-10,6.0021400505062e-16,0,0,0,0,cell1214,net299,810,810,_245_,5823.0,8829.0,7371.0,10377.0,AND4x1_ASAP7_75t_R,0.600214,0.588755
811,C,8883,10377,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_522_,_250_,2.122107177482402e-11,7.924952361015869e-11,1.7141463248826483e-10,1.7286558295914742e-10,5.962740312964668e-16,0,0,0,0,cell1214,net304,811,811,_250_,5823.0,8883.0,7317.0,10377.0,AND4x1_ASAP7_75t_R,0.596274,0.584478
812,D,8937,10359,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_522_,_146_,2.785489373879901e-11,3.0007329954173656e-11,2.226098472224436e-10,2.1430850150050415e-10,6.152939973083845e-16,0,0,0,0,cell1214,net200,812,812,_146_,5841.0,8937.0,7263.0,10359.0,AND4x1_ASAP7_75t_R,0.615294,0.602586
813,Y,9032,10395,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_522_,_260_,1.2063354655478252e-11,3.0007329954173656e-11,2.508610541518408e-10,2.3360963163909787e-10,-1.0,0,0,0,0,cell1214,net314,813,813,_260_,5805.0,9032.0,7168.0,10395.0,AND4x1_ASAP7_75t_R,,
814,A,9099,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_523_,_257_,1.3809461386904419e-11,5.961342530724778e-11,1.664741539064707e-10,1.6854755091610938e-10,6.399400090955243e-16,0,0,0,0,cell1215,net311,814,814,_257_,6075.0,9099.0,7101.0,10125.0,OR3x1_ASAP7_75t_R,0.63994,0.637598
815,B,9153,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_523_,_018_,4.6130720771087035e-11,9.365105912984005e-11,1.2377619762471426e-10,1.2617962230621058e-10,6.001750415350463e-16,0,0,0,0,cell1215,net72,815,815,_018_,6075.0,9153.0,7047.0,10125.0,OR3x1_ASAP7_75t_R,0.590078,0.600175
816,C,9207,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_523_,net71,9.194354479158395e-12,6.847152012046108e-11,1.6103714195470076e-10,1.5863804714300042e-10,6.007239718244263e-16,0,0,0,0,cell1215,net441,816,816,net71,6075.0,9207.0,6993.0,10125.0,OR3x1_ASAP7_75t_R,0.58769,0.600724
817,Y,9298,10122,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_523_,_261_,7.238489321825803e-12,5.961342530724778e-11,1.7953277753335328e-10,1.9056986544363494e-10,-1.0,0,0,0,0,cell1215,net315,817,817,_261_,6078.0,9298.0,6902.0,10122.0,OR3x1_ASAP7_75t_R,,
818,A,9541,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_524_,_017_,4.7899208904800255e-11,9.052772420581333e-11,1.2523138082087826e-10,1.27579391495658e-10,6.837159952986068e-16,0,0,0,1,cell1216,net71,818,818,_017_,6075.0,9541.0,6659.0,10125.0,INVx1_ASAP7_75t_R,0.683678,0.683716
819,Y,9628,10125,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_524_,_262_,1.3810293186811151e-11,9.052772420581333e-11,1.3937458132051717e-10,1.3464353243453075e-10,-1.0,0,0,0,1,cell1216,net316,819,819,_262_,6075.0,9628.0,6572.0,10125.0,INVx1_ASAP7_75t_R,,
820,A,9585,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_525_,net54,7.981953639712991e-12,8.419863417596929e-11,1.468180160779653e-10,1.4362318279115271e-10,6.399400090955243e-16,0,0,0,0,cell1217,net422,820,820,net54,5805.0,9585.0,6615.0,10395.0,OR3x1_ASAP7_75t_R,0.63994,0.637598
821,B,9639,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_525_,_262_,1.3810293186811151e-11,9.052772420581333e-11,1.3938022958015495e-10,1.3464926396089538e-10,6.001750415350463e-16,0,0,0,0,cell1217,net316,821,821,_262_,5805.0,9639.0,6561.0,10395.0,OR3x1_ASAP7_75t_R,0.590078,0.600175
822,C,9693,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_525_,_250_,2.122092432332856e-11,5.082219367569252e-11,1.7140404373616747e-10,1.7285528564059402e-10,6.007239718244263e-16,0,0,0,0,cell1217,net304,822,822,_250_,5805.0,9693.0,6507.0,10395.0,OR3x1_ASAP7_75t_R,0.58769,0.600724
823,Y,9784,10397,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_525_,_263_,7.035765633295332e-12,5.082219367569252e-11,1.8774459764614446e-10,1.9805478090884063e-10,-1.0,0,0,0,0,cell1217,net317,823,823,_263_,5803.0,9784.0,6416.0,10397.0,OR3x1_ASAP7_75t_R,,
824,A1,9207,10647,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_526_,_257_,1.380955592933386e-11,7.717472494395139e-11,1.6648447898059968e-10,1.6855797313475307e-10,5.411660148085427e-16,0,0,0,0,cell1218,net311,824,824,_257_,5553.0,9207.0,6993.0,10647.0,OA211x2_ASAP7_75t_R,0.536639,0.541166
825,A2,9112,10665,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_526_,_017_,4.789964605511621e-11,1.1206764682913928e-10,1.2526103765342356e-10,1.27608854039174e-10,5.704190387957988e-16,0,0,0,0,cell1218,net71,825,825,_017_,5535.0,9112.0,7088.0,10665.0,OA211x2_ASAP7_75t_R,0.570067,0.570419
826,B,9261,10647,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_526_,_261_,7.238539628806606e-12,5.961343918503559e-11,1.7954236708472848e-10,1.905793162171321e-10,4.370169876663016e-16,0,0,0,0,cell1218,net315,826,826,_261_,5553.0,9261.0,6939.0,10647.0,OA211x2_ASAP7_75t_R,0.437017,0.430291
827,C,9315,10665,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_526_,_263_,7.035835022234371e-12,5.082217979790471e-11,1.8775625498790302e-10,1.9806625783935767e-10,4.4726103060017475e-16,0,0,0,0,cell1218,net317,827,827,_263_,5535.0,9315.0,6885.0,10665.0,OA211x2_ASAP7_75t_R,0.447261,0.439142
828,Y,9442,10665,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_526_,_264_,8.771552061082044e-12,5.082217979790471e-11,2.0690112123578075e-10,2.2495555418444724e-10,-1.0,0,0,0,0,cell1218,net318,828,828,_264_,5535.0,9442.0,6758.0,10665.0,OA211x2_ASAP7_75t_R,,
829,A,9811,10935,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_527_,_264_,8.771604970148061e-12,5.082217979790471e-11,2.0691305613329547e-10,2.2496748908196198e-10,6.837159952986068e-16,0,0,0,1,cell1219,net318,829,829,_264_,5265.0,9811.0,6389.0,10935.0,INVx1_ASAP7_75t_R,0.683678,0.683716
830,Y,9898,10935,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_527_,_265_,6.925513114375281e-12,5.082217979790471e-11,2.3121363157407868e-10,2.1238963365810548e-10,-1.0,0,0,0,1,cell1219,net319,830,830,_265_,5265.0,9898.0,6302.0,10935.0,INVx1_ASAP7_75t_R,,
831,A,9585,10665,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_528_,_259_,6.978499375587255e-12,2.278099930919097e-11,2.400220855403034e-10,2.4868879178185916e-10,6.399400090955243e-16,0,0,0,0,cell1220,net313,831,831,_259_,5535.0,9585.0,6615.0,10665.0,OR3x1_ASAP7_75t_R,0.63994,0.637598
832,B,9639,10665,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_528_,_260_,1.2063477820845048e-11,3.0007329954173656e-11,2.508814544999183e-10,2.3363030954293146e-10,6.001750415350463e-16,0,0,0,0,cell1220,net314,832,832,_260_,5535.0,9639.0,6561.0,10665.0,OR3x1_ASAP7_75t_R,0.590078,0.600175
833,C,9693,10665,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_528_,_265_,6.925563855036954e-12,5.082219367569252e-11,2.3122380399254183e-10,2.124000142433857e-10,6.007239718244263e-16,0,0,0,0,cell1220,net319,833,833,_265_,5535.0,9693.0,6507.0,10665.0,OR3x1_ASAP7_75t_R,0.58769,0.600724
834,Y,9784,10662,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_528_,net51,1.5178457449249727e-11,2.278099930919097e-11,2.6818122722538357e-10,2.742472637873305e-10,-1.0,0,0,0,0,cell1220,net419,834,834,net51,5538.0,9784.0,6416.0,10662.0,OR3x1_ASAP7_75t_R,,
